label,split,method,n,actual_positive_rate,roc_auc,pr_auc,log_loss,brier_score,precision_at_5pct,recall_at_5pct,lift_at_5pct,precision_at_10pct,recall_at_10pct,lift_at_10pct,precision_at_20pct,recall_at_20pct,lift_at_20pct
will_purchase_14d,val,무작위,3103448,0.014034390136390235,0.49831010676867077,0.01393453168633071,1.0000155906284443,0.33325607013951786,0.013359368958317222,0.04759499483411778,0.9519023504752994,0.01355910357827579,0.09661347721271955,0.9661341495073549,0.013879714511269715,0.19779589025370223,0.9889788139265521
will_purchase_14d,val,전체_평균,3103448,0.014034390136390235,0.5,0.014034390136390235,0.07398064682098571,0.0138426602088441,0.009911581986440854,0.03531167489381242,0.7062353183941199,0.010224105431052538,0.07285041901044656,0.7285037206242483,0.010681660732410704,0.15222132935369073,0.761106156277776
will_purchase_14d,val,최근성_규칙,3103448,0.014034390136390235,0.7962962785407082,0.07698738530139791,0.29085295752196894,0.07425115923316014,0.099702265872709,0.3552060613018023,7.104139538930708,0.07471040293866503,0.5323384226839628,5.323380796216143,0.05180524899708389,0.7382619676271381,3.691307459292894
will_purchase_14d,val,구매빈도_규칙,3103448,0.014034390136390235,0.796631500172901,0.10187045229848458,0.10740315877386974,0.013910959200489837,0.10762250921558013,0.38342325794971877,7.6684849266461645,0.06938085034397203,0.4943634485133739,4.943631299237729,0.05178752678470734,0.7380094133853748,3.690044688897863
will_purchase_14d,val,방문검색_규칙,3103448,0.014034390136390235,0.7110995807330943,0.060048084537408605,0.1155597304484416,0.013911029936898278,0.07744309540380996,0.27590402938812997,5.518094812186045,0.05432985870563405,0.3871197336700723,3.871194841930492,0.036143646586863004,0.5150728963379635,2.5753628220114066
will_purchase_14d,test,무작위,7420944,0.013797705521022663,0.4996334240341545,0.013764629564359983,1.0000482168797533,0.33328624893965686,0.013548148886798707,0.04909563247128682,0.9819131786916511,0.013730066541435451,0.09950972732244706,0.9950978095970989,0.013781263706980715,0.19976170013282288,0.9988083660709459
will_purchase_14d,test,전체_평균,7420944,0.013797705521022663,0.5,0.013797705521022663,0.0730105308233625,0.013613702031595398,0.022137357262018018,0.08022111102429877,1.6044230852940564,0.020783081388611145,0.1506270021095398,1.5062708329979446,0.017412876661934563,0.25240253144776936,1.262012487177937
will_purchase_14d,test,최근성_규칙,7420944,0.013797705521022663,0.8036075484359155,0.07912356843339648,0.28612102076859536,0.07564129373840606,0.10176338846561217,0.3687690444565982,7.375384864574906,0.07662506367117912,0.5553461207906868,5.553464201307277,0.0514860304179589,0.7462985389483553,3.731492191909227
will_purchase_14d,test,구매빈도_규칙,7420944,0.013797705521022663,0.803422868644833,0.10730000264843036,0.10426582785291483,0.013666756837213684,0.10927995644756594,0.3960075005859833,7.920154280801486,0.07238031839632177,0.5245819985936401,5.245822813513493,0.05166188403228969,0.7488475662161106,3.744237326530549
will_purchase_14d,test,방문검색_규칙,7420944,0.013797705521022663,0.7132428583918453,0.0606021372464541,0.11564530994870945,0.013684848060588485,0.07695521052589026,0.27886944292522853,5.577391864802349,0.05409287772169025,0.39204234705836394,3.9204255837517668,0.03588626515895213,0.520177357606063,2.6008864375511256
will_purchase_14d,val,로지스틱_회귀,3103448,0.014034390136390235,0.8530329655543112,0.14601232908316036,0.060487930515983064,0.012914379279383527,0.1181849818266182,0.4210538399724486,8.421098507171498,0.07872851181749344,0.56096888990931,5.609685283962262,0.05245613752436804,0.7475375961428079,3.7376855719831235
will_purchase_14d,test,로지스틱_회귀,7420944,0.013797705521022663,0.8572548702153662,0.14989253307796427,0.05928048656769925,0.012670934112824325,0.11833541303392832,0.42882256426283305,8.576455908094891,0.07979851609095344,0.5783459645284788,5.783462762657868,0.05289824948170348,0.7667688881943902,3.833843924347122
will_purchase_14d,val,LightGBM,3103448,0.014034390136390235,0.8618618879871279,0.1576812487278619,0.057576469798555956,0.012704316532472698,0.1268785605650504,0.4520261738032373,9.040546780587407,0.08520839710644605,0.6071403971989439,6.0714000593090525,0.05387230340427589,0.7677189760073471,3.8385924062769643
will_purchase_14d,test,LightGBM,7420944,0.013797705521022663,0.8653388810387339,0.15986737568174503,0.05638720722814314,0.01247068450771302,0.12814818607885253,0.46438198296741934,9.287644665528012,0.08585300514490078,0.6222263458082663,6.222266811977699,0.05361311800586044,0.7771310258613954,3.8856546057004646
will_purchase_28d,val,무작위,3103448,0.024357102165075747,0.4997330000029537,0.024310902267426195,0.9998976936651737,0.33322448788761583,0.023709174335576007,0.048669815189638976,0.9733988129988318,0.024079653289081505,0.09886097551295789,0.9886091180258685,0.024335819813433437,0.1998253760368298,0.9991262363027394
will_purchase_28d,val,전체_평균,3103448,0.024357102165075747,0.5,0.024357102165075747,0.11482834170484162,0.023778773298233864,0.017554713479235946,0.036036036036036036,0.720722578583533,0.01772543459698078,0.07277321374237673,0.7277316684410949,0.018571267460406965,0.15249169874720536,0.7624580023741593
will_purchase_28d,val,최근성_규칙,3103448,0.024357102165075747,0.7923484400181651,0.11877839099118839,0.32207600384379315,0.07491137266575346,0.16066042842780914,0.3298011668055721,6.5960403392391616,0.12404581997454446,0.5092802053154476,5.09279877112831,0.08894939502811387,0.7303779550475585,3.651887421799023
will_purchase_28d,val,구매빈도_규칙,3103448,0.024357102165075747,0.7930263798282396,0.1473141642542545,0.1884385841703319,0.024157547408882183,0.17610780295414122,0.36151129102670954,7.230244458499341,0.11616426879762845,0.47692185577648133,4.769215484270117,0.08888172839903978,0.7298223333465624,3.649109315084378
will_purchase_28d,val,방문검색_규칙,3103448,0.024357102165075747,0.6906891900292388,0.08467235676172025,0.20700953113350956,0.024164497484073393,0.11861031629417679,0.24348136682938445,4.869639889438298,0.08543395253669303,0.35075604238599833,3.5075581634334103,0.058083745509030275,0.4769350848646003,2.3846738875330264
will_purchase_28d,test,무작위,7420944,0.02561264442906455,0.5000316060877327,0.025589959102011603,0.9999952218129089,0.3332760111929577,0.02535258336544966,0.049492292313358235,0.9898463798091938,0.025651736841963417,0.10015257536697006,1.001526293507378,0.02557962631443839,0.1997422002420161,0.9987108666300504
will_purchase_28d,test,전체_평균,7420944,0.02561264442906455,0.5,0.02561264442906455,0.11927172530081533,0.024963447044777487,0.04021323444199791,0.0785026569158731,1.5700539846000827,0.03790355399720251,0.14798758352186037,1.4798766328942807,0.031863192625737016,0.2488083337717683,1.2440415012195893
will_purchase_28d,test,최근성_규칙,7420944,0.02561264442906455,0.800086338200941,0.13060778629889244,0.3189419782297464,0.0758166033036372,0.17413966424738644,0.33994844004840324,6.798972465716088,0.13603263198462728,0.5311148524227916,5.3111513870180875,0.09458701014493437,0.7385963066238754,3.69298103547635
will_purchase_28d,test,구매빈도_규칙,7420944,0.02561264442906455,0.800646601820311,0.16497142402462012,0.1956107969121064,0.025387168440484314,0.19176546367441322,0.3743568159099279,7.487140353879385,0.1302543882580913,0.5085547429894249,5.0855501710819855,0.09493130591858584,0.7412847898142789,3.7064234496169517
will_purchase_28d,test,방문검색_규칙,7420944,0.02561264442906455,0.693525873413055,0.0903456334286337,0.22152765373457806,0.025427054155739755,0.12665780884901373,0.2472562740043142,4.9451281455844445,0.0911676957366587,0.3559478087020571,3.559480005633624,0.06172192355555795,0.4819645393802283,2.4098223721685508
will_purchase_28d,val,로지스틱_회귀,3103448,0.024357102165075747,0.8459318674722471,0.20701482859447015,0.09244139670317472,0.021419803745192006,0.19256695795633233,0.39529838208252305,7.905988021532506,0.13193381559232467,0.5416650130306518,5.4166466395783734,0.08989995005558331,0.7381831170377426,3.690913206599991
will_purchase_28d,test,로지스틱_회귀,7420944,0.02561264442906455,0.8510309172840262,0.22588675626189741,0.09493032466165438,0.02224859665921606,0.20699264513659996,0.40408270637133686,8.081658483561743,0.14270294598797456,0.5571578891987162,5.57158189515328,0.09685626291530257,0.7563160940706055,3.7815799607709635
will_purchase_28d,val,LightGBM,3103448,0.024357102165075747,0.8534837269106814,0.22264712791924646,0.08844685243403497,0.02103241970902531,0.2044956564328616,0.4197854241907105,8.395730126142682,0.14133303259275967,0.5802542630736464,5.802538891322179,0.09147400473666403,0.7511079361299625,3.7555372604144743
will_purchase_28d,test,LightGBM,7420944,0.02561264442906455,0.858258800733221,0.2415447556917191,0.09064735623242125,0.02181113071326023,0.2220500367877924,0.43347714000105225,8.669547473037024,0.15226103431640736,0.5944757194717736,5.944760399032658,0.09757382651400866,0.7619192928920924,3.809595951103138
